Gene stable ID,NCBI gene (formerly Entrezgene) ID,Gene name
ENSG00000308419,,
ENSG00000308444,,
ENSG00000234300,414351,LINC00229
ENSG00000281559,,RPL31P25
ENSG00000278824,,
ENSG00000280838,105374516,
ENSG00000202092,,RNA5SP190
ENSG00000281470,,
ENSG00000213663,,RPL21P58
ENSG00000249919,,FABP5P6
ENSG00000250895,,TUBAP15
ENSG00000234259,,
ENSG00000308520,105373060,
ENSG00000308539,,
ENSG00000235989,150291,MORC2-AS1
ENSG00000133835,3295,HSD17B4
ENSG00000281308,,UGT2B27P
ENSG00000284488,102465536,MIR6890
ENSG00000280525,,SPOPLP2
ENSG00000172037,3913,LAMB2
ENSG00000197768,441476,STPG3
ENSG00000280794,,
ENSG00000254755,,
ENSG00000281547,,UGT2B29P
ENSG00000137507,2615,LRRC32
ENSG00000275190,7365,UGT2B10
ENSG00000008277,53616,ADAM22
ENSG00000308679,,
ENSG00000223843,,EFCAB6-AS1
ENSG00000308760,,
ENSG00000037757,84245,MRI1
ENSG00000308779,,
ENSG00000308781,,
ENSG00000279357,,
ENSG00000308791,,
ENSG00000223726,,
ENSG00000183044,18,ABAT
ENSG00000281154,,
ENSG00000308799,,
ENSG00000226741,100507657,LINC02554
ENSG00000281510,,
ENSG00000277132,7366,UGT2B15
ENSG00000287403,124904076,
ENSG00000240270,,RPL12P37
ENSG00000290799,,
ENSG00000145002,653333,FAM86B2
ENSG00000145002,128966622,FAM86B2
ENSG00000176108,79643,CHMP6
ENSG00000267633,,
ENSG00000205181,149837,LINC00654
ENSG00000104979,28974,C19orf53
ENSG00000280740,,
ENSG00000254975,,
ENSG00000182704,25987,TSKU
ENSG00000280720,,
ENSG00000278061,,MT2P1
ENSG00000281704,,
ENSG00000274058,28983,TMPRSS11E
ENSG00000290847,649179,PRAMENP
ENSG00000309048,105372962,
ENSG00000280621,,
ENSG00000261578,,
ENSG00000280351,,
ENSG00000130045,158046,NXNL2
ENSG00000262098,,
ENSG00000235343,,LINC01665
ENSG00000078124,55331,ACER3
ENSG00000281174,,
ENSG00000181409,9625,AATK
ENSG00000164920,116039,OSR2
ENSG00000132024,54862,CC2D1A
ENSG00000281127,,
ENSG00000236464,,LINC02559
ENSG00000281890,,
ENSG00000275272,91746,YTHDC1
ENSG00000198722,10497,UNC13B
ENSG00000140332,7090,TLE3
ENSG00000229770,105372971,
ENSG00000255972,,
ENSG00000274191,,
ENSG00000117115,11240,PADI2
ENSG00000158571,5207,PFKFB1
ENSG00000256249,,
ENSG00000233360,101927051,PDXP-DT
ENSG00000182782,338442,HCAR2
ENSG00000303497,,
ENSG00000255398,8843,HCAR3
ENSG00000309274,,
ENSG00000309298,,
ENSG00000270441,,LAMB2P1
ENSG00000196917,27198,HCAR1
ENSG00000303521,,
ENSG00000289494,,
ENSG00000286326,,
ENSG00000303574,,
ENSG00000303645,105372541,
ENSG00000177352,64925,CCDC71
ENSG00000232358,,
ENSG00000206028,,
ENSG00000256044,,
ENSG00000206914,,Y_RNA
ENSG00000303701,,
ENSG00000309348,,
ENSG00000130783,84660,CCDC62
ENSG00000303702,,
ENSG00000260708,,TBC1D22A-DT
ENSG00000185909,200942,KLHDC8B
ENSG00000309628,,
ENSG00000309667,,
ENSG00000303734,,
ENSG00000232530,110806283,LIF-AS1
ENSG00000260032,647979,NORAD
ENSG00000275430,200958,MUC20
ENSG00000278044,117751732,FAM247B
ENSG00000158941,57805,CCAR2
ENSG00000289564,,
ENSG00000309773,,
ENSG00000290950,,
ENSG00000289183,,
ENSG00000303766,,
ENSG00000236980,646498,CIMIP7
ENSG00000303767,,
ENSG00000303769,,
ENSG00000290390,,
ENSG00000198787,,OR7E103P
ENSG00000163982,133060,OTOP1
ENSG00000282843,,
ENSG00000237396,,LNCNEF
ENSG00000142623,29943,PADI1
ENSG00000303822,,
ENSG00000303825,,
ENSG00000188280,,FAM230G
ENSG00000303885,,
ENSG00000281901,,PPP4R2P6
ENSG00000163646,7401,CLRN1
ENSG00000276613,4585,MUC4
ENSG00000230843,,
ENSG00000132406,85013,TMEM128
ENSG00000244558,79015,KCNK15-AS1
ENSG00000201581,,RN7SKP78
ENSG00000263628,100422989,MIR3155A
ENSG00000283634,100628560,MIR3155B
ENSG00000238366,,Y_RNA
ENSG00000226705,,SDCBPP1
ENSG00000107719,27143,PALD1
ENSG00000168826,166793,ZBTB49
ENSG00000286250,,
ENSG00000207736,724027,MIR657
ENSG00000292158,6189,RPS3A
ENSG00000211563,100422915,MIR3065
ENSG00000283604,442906,MIR338
ENSG00000221025,100302229,MIR1250
ENSG00000304154,,
ENSG00000309819,,
ENSG00000167302,146705,TEPSIN
ENSG00000233179,,
ENSG00000304175,,
ENSG00000266109,100616397,MIR4440
ENSG00000304194,,
ENSG00000264810,100616493,MIR4441
ENSG00000286307,,
ENSG00000309872,,
ENSG00000287405,,
ENSG00000309895,,
ENSG00000265215,100423043,MIR4269
ENSG00000142619,51702,PADI3
ENSG00000264292,100616360,MIR2467
ENSG00000286117,,
ENSG00000286188,,
ENSG00000290920,,
ENSG00000172954,253558,LCLAT1
ENSG00000240303,84129,ACAD11
ENSG00000130787,9026,HIP1R
ENSG00000304242,,
ENSG00000292162,114655,SNORD73B
ENSG00000304247,,
ENSG00000292165,152503,SH3D19
ENSG00000225056,124904965,
ENSG00000304302,,
ENSG00000304348,,
ENSG00000226263,,ISM1-AS1
ENSG00000304393,,
ENSG00000304405,,
ENSG00000304453,,
ENSG00000237464,107987282,
ENSG00000233071,,RPSAP59
ENSG00000102409,56271,BEX4
ENSG00000304481,,
ENSG00000304600,,
ENSG00000266634,100616188,MIR3972
ENSG00000199459,,Y_RNA
ENSG00000230010,,
ENSG00000273264,,
ENSG00000282057,,
ENSG00000047644,55841,WWC3
ENSG00000243954,,RN7SL743P
ENSG00000238417,,RNU7-63P
ENSG00000168818,53407,STX18
ENSG00000260764,,
ENSG00000184857,25880,TMEM186
ENSG00000199934,124900422,SNORD81
ENSG00000304635,124904876,
ENSG00000142871,3491,CCN1
ENSG00000292164,8944,SNORD73A
ENSG00000131142,6370,CCL25
ENSG00000292159,,
ENSG00000153048,23589,CARHSP1
ENSG00000292157,,
ENSG00000304652,,
ENSG00000292161,,
ENSG00000304667,124904877,
ENSG00000292163,,RNU6-1282P
ENSG00000100453,3002,GZMB
ENSG00000292160,,
ENSG00000304672,,
ENSG00000292166,345062,PRSS48
ENSG00000304799,,
ENSG00000304806,,
ENSG00000304817,124904924,
ENSG00000108479,2584,GALK1
ENSG00000288083,,
ENSG00000164418,2898,GRIK2
ENSG00000198488,192134,B3GNT6
ENSG00000225978,,HAR1A
ENSG00000261202,,TNRC6B-DT
ENSG00000304895,,
ENSG00000309920,,
ENSG00000304901,,
ENSG00000309925,,
ENSG00000304909,105372716,
ENSG00000309947,,
ENSG00000188511,348645,MIR3667HG
ENSG00000149260,726,CAPN5
ENSG00000226643,,
ENSG00000304916,,
ENSG00000130377,81616,ACSBG2
ENSG00000234419,,CICP13
ENSG00000276997,,
ENSG00000304933,,
ENSG00000304949,,
ENSG00000304955,,
ENSG00000304966,,
ENSG00000288974,105372564,
ENSG00000222399,124906683,RNU6-791P
ENSG00000267305,,
ENSG00000143512,79802,HHIPL2
ENSG00000227906,,SNAP25-AS1
ENSG00000163072,115677,NOSTRIN
ENSG00000281800,,ICE2P1
ENSG00000281580,,LINC01060
ENSG00000054654,23224,SYNE2
ENSG00000263017,,
ENSG00000232593,102723508,KANTR
ENSG00000177370,29928,TIMM22
ENSG00000220563,,PKMP3
ENSG00000275072,,SNORD50B
ENSG00000217334,,
ENSG00000309962,,
ENSG00000198738,,SMIM11P1
ENSG00000222686,,RNU4-72P
ENSG00000235478,100996342,LINC01664
ENSG00000200427,,Y_RNA
ENSG00000218766,,
ENSG00000202103,,RNU4-12P
ENSG00000124788,6310,ATXN1
ENSG00000268235,100996631,TCP11X1
ENSG00000264429,100422835,MIR3183
ENSG00000281482,,RPL7AP27
ENSG00000278794,,Metazoa_SRP
ENSG00000275997,,
ENSG00000205899,727857,BHLHA9
ENSG00000184811,286753,TRARG1
ENSG00000304980,,
ENSG00000143498,9015,TAF1A
ENSG00000232448,105372524,
ENSG00000108953,7531,YWHAE
ENSG00000305005,,
ENSG00000215029,100996648,TCP11X2
ENSG00000305016,,
ENSG00000280716,728339,FRG1-DT
ENSG00000305022,,
ENSG00000281830,105377617,LINC01596
ENSG00000281916,,
ENSG00000305029,,
ENSG00000274810,,NPHP3-ACAD11
ENSG00000276052,,RNU1-51P
ENSG00000286936,,
ENSG00000095539,57715,SEMA4G
ENSG00000305049,,
ENSG00000305058,,
ENSG00000305078,,
ENSG00000305157,,
ENSG00000248221,104472519,STX18-IT1
ENSG00000305182,,
ENSG00000305235,,
ENSG00000003096,90293,KLHL13
ENSG00000237170,,RPS7P15
ENSG00000305241,,
ENSG00000305356,,
ENSG00000305373,,
ENSG00000168824,27065,NSG1
ENSG00000305374,,
ENSG00000289537,,
ENSG00000305388,,
ENSG00000305410,,
ENSG00000228812,101928158,LAMA5-AS1
ENSG00000139722,79720,VPS37B
ENSG00000129048,51554,ACKR4
ENSG00000305444,,
ENSG00000251614,,HSPA8P19
ENSG00000305457,,
ENSG00000280408,,
ENSG00000224086,,PPM1F-AS1
ENSG00000305458,,
ENSG00000262777,,
ENSG00000305480,,
ENSG00000305494,,
ENSG00000309998,,
ENSG00000305631,,
ENSG00000310037,,
ENSG00000223410,,
ENSG00000310052,,
ENSG00000202071,,Y_RNA
ENSG00000226648,,PLCG1-AS1
ENSG00000203647,,
ENSG00000206759,,RNU6-787P
ENSG00000241587,,RN7SL482P
ENSG00000235836,,KIF3AP1
ENSG00000159842,29,ABR
ENSG00000276489,102465977,MIR6829
ENSG00000310070,105373074,
ENSG00000286004,,
ENSG00000015592,81551,STMN4
ENSG00000256152,,
ENSG00000239122,,RNU2-11P
ENSG00000310096,,
ENSG00000231443,,PPP4R2P2
ENSG00000280138,,
ENSG00000310179,,
ENSG00000231464,,PPP4R2P3
ENSG00000224404,105373009,
ENSG00000228413,,ARL8BP1
ENSG00000154305,375056,MIA3
ENSG00000310243,,
ENSG00000305725,,
ENSG00000256028,,
ENSG00000252174,,RNU7-18P
ENSG00000290397,,
ENSG00000265526,100422931,MIR4304
ENSG00000280381,,
ENSG00000088726,55287,TMEM40
ENSG00000280120,,
ENSG00000219627,,CYCSP17
ENSG00000261692,,
ENSG00000219549,,
ENSG00000233503,,HNRNPLP1
ENSG00000287351,,
ENSG00000219993,,RPS26P29
ENSG00000252887,,RNU6-430P
ENSG00000260122,,
ENSG00000234115,,IDH1P1
ENSG00000270832,,CMPK1P2
ENSG00000261586,,
ENSG00000305741,101929098,
ENSG00000086504,10573,MRPL28
ENSG00000168566,154007,SNRNP48
ENSG00000167612,341405,ANKRD33
ENSG00000305753,,
ENSG00000305761,,
ENSG00000305805,,
ENSG00000305842,,
ENSG00000274469,,LINC01746
ENSG00000281377,105377617,LINC01596
ENSG00000273619,128667224,RPS21-DT
ENSG00000280513,101928971,LINC01262
ENSG00000305878,,
ENSG00000280853,,
ENSG00000281787,728339,FRG1-DT
ENSG00000289548,,
ENSG00000227516,,
ENSG00000274208,,U1
ENSG00000281610,,HSP90AA4P
ENSG00000207371,,Y_RNA
ENSG00000305897,,
ENSG00000292980,,
ENSG00000281122,,MAD2L1-DT
ENSG00000305916,,
ENSG00000112576,896,CCND3
ENSG00000305946,,
ENSG00000310416,105379271,
ENSG00000305954,,
ENSG00000233277,,LINC01728
ENSG00000305985,,
ENSG00000306031,,
ENSG00000306037,,
ENSG00000221711,,
ENSG00000250214,,
ENSG00000306056,,
ENSG00000258021,,
ENSG00000306099,,
ENSG00000250456,339978,LINC02260
ENSG00000225366,6998,CRIPTO3
ENSG00000289373,,
ENSG00000135503,91,ACVR1B
ENSG00000204117,100287792,
ENSG00000102145,2623,GATA1
ENSG00000157404,3815,KIT
ENSG00000306145,,
ENSG00000306163,102724734,
ENSG00000306166,,
ENSG00000274863,,
ENSG00000254550,4975,OMP
ENSG00000306206,,
ENSG00000168014,26005,C2CD3
ENSG00000306212,,
ENSG00000229188,,
ENSG00000306233,,
ENSG00000285796,,
ENSG00000236189,,RPL18AP15
ENSG00000306251,,
ENSG00000201420,,RNA5SP512
ENSG00000229487,,ALG13-AS1
ENSG00000218018,,RBM38-AS1
ENSG00000204025,100329135,TRPC5OS
ENSG00000129925,58986,PGAP6
ENSG00000306282,,
ENSG00000287236,,
ENSG00000306187,,
ENSG00000294412,,
ENSG00000234967,,
ENSG00000100385,3560,IL2RB
ENSG00000271421,,
ENSG00000306324,,
ENSG00000252994,,RNU6-1231P
ENSG00000306327,,
ENSG00000148795,1586,CYP17A1
ENSG00000306353,,
ENSG00000147162,8473,OGT
ENSG00000306358,,
ENSG00000306373,,
ENSG00000306385,,
ENSG00000306407,,
ENSG00000306411,,
ENSG00000306442,,
ENSG00000287752,,
ENSG00000236559,105372589,BCL2L1-AS1
ENSG00000306557,105372694,
ENSG00000292167,56979,PRDM9
ENSG00000306582,,
ENSG00000261411,,
ENSG00000306634,105372636,
ENSG00000269653,,
ENSG00000268499,,
ENSG00000275132,,RN7SL663P
ENSG00000292168,,
ENSG00000167642,10653,SPINT2
ENSG00000206992,,RNU6-574P
ENSG00000306635,105372652,
ENSG00000161835,160622,TAMALIN
ENSG00000276616,,DUX4L9
ENSG00000280590,,
ENSG00000306668,,
ENSG00000173876,,TUBB7P
ENSG00000306724,,
ENSG00000306877,124904947,
ENSG00000115504,23301,EHBP1
ENSG00000280930,,
ENSG00000274972,448831,FRG2
ENSG00000259974,140828,LINC00261
ENSG00000103202,4833,NME4
ENSG00000236937,,PTGES3P4
ENSG00000235237,,
ENSG00000166275,119032,BORCS7
ENSG00000294472,,
ENSG00000229399,,
ENSG00000296310,,
ENSG00000272750,,
ENSG00000072133,27330,RPS6KA6
ENSG00000298470,,
ENSG00000306887,,
ENSG00000186063,64853,AIDA
ENSG00000306995,105372510,
ENSG00000281543,728339,FRG1-DT
ENSG00000298537,,
ENSG00000298513,,
ENSG00000306999,,
ENSG00000307016,,
ENSG00000307052,,
ENSG00000237862,,
ENSG00000290777,105372630,
ENSG00000281409,,
ENSG00000280732,,
ENSG00000147588,5375,PMP2
ENSG00000275145,2483,FRG1
ENSG00000272694,,
ENSG00000309455,,
ENSG00000100426,9889,ZBED4
ENSG00000106823,1842,ECM2
ENSG00000307125,,
ENSG00000307134,,
ENSG00000270316,,BORCS7-ASMT
ENSG00000307156,,
ENSG00000307170,,
ENSG00000013288,23324,MAN2B2
ENSG00000231604,,
ENSG00000182858,79087,ALG12
ENSG00000234139,,
ENSG00000123358,3164,NR4A1
ENSG00000283337,,U6
ENSG00000214435,57412,AS3MT
ENSG00000307171,,
ENSG00000307197,,
ENSG00000307207,,
ENSG00000307219,,
ENSG00000230753,101929746,ZNF341-AS1
ENSG00000205186,646480,FABP9
ENSG00000206875,,RNU6-761P
ENSG00000223946,,
ENSG00000230062,100287718,ANKRD66
ENSG00000170323,2167,FABP4
ENSG00000307286,,
ENSG00000307351,,
ENSG00000167641,94274,PPP1R14A
ENSG00000307354,,
ENSG00000232442,100505771,MHENCR
ENSG00000249853,222537,HS3ST5
ENSG00000273954,404663,LINC01194
ENSG00000162819,148362,BROX
ENSG00000213943,,KRT18P17
ENSG00000307369,,
ENSG00000307442,,
ENSG00000307491,,
ENSG00000272263,,
ENSG00000307509,,
ENSG00000281915,727956,MUC20-OT1
ENSG00000144713,6161,RPL32
ENSG00000286470,,
ENSG00000158406,8365,H4C8
ENSG00000281015,105377617,LINC01596
ENSG00000268628,,
ENSG00000277908,,RNU1-51P
ENSG00000275999,,5S_rRNA
ENSG00000307564,,
ENSG00000204618,80352,RNF39
ENSG00000277584,,5S_rRNA
ENSG00000235166,,LINC01440
ENSG00000235266,,RPL22P17
ENSG00000237264,,FTH1P11
ENSG00000254151,,NIPA2P4
ENSG00000076685,22978,NT5C2
ENSG00000240427,,RPS26P34
ENSG00000106852,26468,LHX6
ENSG00000205184,,SLC10A5P1
ENSG00000133731,3612,IMPA1
ENSG00000204702,442185,OR2J1
ENSG00000221494,100302191,MIR548I4
ENSG00000233484,,
ENSG00000204688,26716,OR2H1
ENSG00000267748,,
ENSG00000147010,30011,SH3KBP1
ENSG00000224008,101927796,LINC01441
ENSG00000307629,,
ENSG00000286037,,
ENSG00000307644,,
ENSG00000200209,,Y_RNA
ENSG00000307647,,
ENSG00000307683,,
ENSG00000285921,,
ENSG00000167645,90522,YIF1B
ENSG00000266192,100422991,MIR1260B
ENSG00000204700,26707,OR2J2
ENSG00000287478,105372676,
ENSG00000287478,107984001,
ENSG00000273192,,
ENSG00000184164,79174,CRELD2
ENSG00000149231,79780,CCDC82
ENSG00000207496,619563,SNORA7A
ENSG00000250939,,IFT122P1
ENSG00000107731,219699,UNC5B
ENSG00000204580,780,DDR1
ENSG00000307735,,
ENSG00000082701,2932,GSK3B
ENSG00000223891,100505783,OSER1-DT
ENSG00000307782,,
ENSG00000307813,,
ENSG00000307826,,
ENSG00000307850,,
ENSG00000307878,,
ENSG00000259884,115409980,NR4A1AS
ENSG00000231934,,FAM242A
ENSG00000262513,,
ENSG00000262922,,RNU6-164P
ENSG00000242612,26063,DECR2
ENSG00000257415,,
ENSG00000198246,55315,SLC29A3
ENSG00000257994,,
ENSG00000284847,,
ENSG00000279859,,
ENSG00000136011,55576,STAB2
ENSG00000163993,6286,S100P
ENSG00000282742,,
ENSG00000178988,114932,MRFAP1L1
ENSG00000186222,55330,BLOC1S4
ENSG00000170871,9778,KIAA0232
ENSG00000307965,,
ENSG00000205611,,LINC01597
ENSG00000234523,,NDUFB1P2
ENSG00000164010,114625,ERMAP
ENSG00000028116,7444,VRK2
ENSG00000282938,,
ENSG00000154153,54463,RETREG1
ENSG00000077150,4791,NFKB2
ENSG00000308007,,
ENSG00000308048,,
ENSG00000225417,,
ENSG00000308090,,
ENSG00000291000,101929863,
ENSG00000288843,,
ENSG00000282891,6779,STATH
ENSG00000243449,401115,NICOL1
ENSG00000214671,,RPL6P12
ENSG00000251171,,
ENSG00000308203,,
ENSG00000308209,,
ENSG00000137601,4750,NEK1
ENSG00000288968,,
ENSG00000289214,,
ENSG00000023318,23071,ERP44
ENSG00000308229,,
ENSG00000212594,124900318,U8
ENSG00000225127,105372556,LINC00237
ENSG00000155980,3798,KIF5A
ENSG00000214226,339210,C17orf67
ENSG00000282967,3347,HTN3
ENSG00000283209,,
ENSG00000153933,8526,DGKE
ENSG00000273984,4585,MUC4
ENSG00000308339,,
ENSG00000283405,,
ENSG00000200411,,RNA5SP346
ENSG00000255188,,
ENSG00000164011,51058,ZNF691
ENSG00000308375,,
ENSG00000151715,120224,TMEM45B
ENSG00000276984,,
ENSG00000125144,4495,MT1G
ENSG00000289072,,
ENSG00000308435,,
ENSG00000281513,,
ENSG00000308451,,
ENSG00000281081,,
ENSG00000228888,,LINC01428
ENSG00000281464,105377753,
ENSG00000281048,,
ENSG00000186088,54103,GSAP
ENSG00000274681,,SUDS3P1
ENSG00000280635,5626,PROP1
ENSG00000083312,3842,TNPO1
ENSG00000262120,,
ENSG00000275495,,
ENSG00000283046,3346,HTN1
ENSG00000260734,102723796,TLE7
ENSG00000233708,,
ENSG00000289334,,
ENSG00000170325,56980,PRDM10
ENSG00000225099,,ATP6V1E1P1
ENSG00000286740,,
ENSG00000288897,,
ENSG00000284138,,ATP6V0CP4
ENSG00000289584,,
ENSG00000308560,,
ENSG00000207256,,RNU6-880P
ENSG00000289284,,
ENSG00000262008,,
ENSG00000308686,,
ENSG00000283136,,U6
ENSG00000277513,,
ENSG00000289094,,
ENSG00000253598,347051,SLC10A5
ENSG00000308719,,
ENSG00000261611,,
ENSG00000154309,84976,DISP1
ENSG00000308727,,
ENSG00000280193,,
ENSG00000275852,,LINC01742
ENSG00000290534,,
ENSG00000104231,79752,ZFAND1
ENSG00000121060,7706,TRIM25
ENSG00000177410,441951,ZFAS1
ENSG00000286302,,
ENSG00000234709,,UPF3AP3
ENSG00000226954,,
ENSG00000056050,54969,HPF1
ENSG00000282897,,
ENSG00000223142,,RN7SKP252
ENSG00000157429,7567,ZNF19
ENSG00000157429,124903710,ZNF19
ENSG00000214727,,RPL5P35
ENSG00000233817,,
ENSG00000227482,,
ENSG00000214669,,C14orf119P1
ENSG00000100425,23774,BRD1
ENSG00000272837,,OR10AE3P
ENSG00000178243,157927,LINC02907
ENSG00000258907,,PSMB3P1
ENSG00000270458,,
ENSG00000258311,,
ENSG00000282868,401137,PRR27
ENSG00000224682,,SOCS5P2
ENSG00000196422,9858,PPP1R26
ENSG00000135437,5959,RDH5
ENSG00000181381,91351,DDX60L
ENSG00000160345,138162,PIERCE1
ENSG00000244062,,ACSL3P1
ENSG00000285908,,
ENSG00000154917,51560,RAB6B
ENSG00000226967,,HAUS4P1
ENSG00000229570,,GAPDHP58
ENSG00000283090,,CSN1S2AP
ENSG00000203857,3283,HSD3B1
ENSG00000293520,286828,CSN1S2AP
ENSG00000135404,967,CD63
ENSG00000226443,,GAPDHP32
ENSG00000226706,101928525,
ENSG00000249798,,HSD3BP3
ENSG00000239873,,GAPDHP27
ENSG00000240244,,GAPDHP33
ENSG00000260941,644242,LINC00622
ENSG00000160349,3933,LCN1
ENSG00000198857,,HSD3BP5
ENSG00000143067,90874,ZNF697
ENSG00000134240,3158,HMGCS2
ENSG00000265136,,
ENSG00000262652,,
ENSG00000279345,,
ENSG00000279613,,
ENSG00000236867,,
ENSG00000266107,100616196,MIR4525
ENSG00000263321,,
ENSG00000260613,105377205,
ENSG00000262410,,
ENSG00000141579,79755,ZNF750
ENSG00000229409,,
ENSG00000277771,,Metazoa_SRP
ENSG00000279494,,
ENSG00000140835,10164,CHST4
ENSG00000299784,,
ENSG00000307640,,
ENSG00000304491,,
ENSG00000128284,80833,APOL3
ENSG00000260015,,
ENSG00000252339,,RNU6-1061P
ENSG00000198650,6898,TAT
ENSG00000167644,64073,C19orf33
ENSG00000122136,29991,OBP2A
ENSG00000262663,,
ENSG00000176845,284207,METRNL
ENSG00000289739,,
ENSG00000065613,9748,SLK
ENSG00000134193,83998,REG4
ENSG00000237620,,GCNT1P5
ENSG00000287519,,
ENSG00000288547,80111,C3orf36
ENSG00000127947,5782,PTPN12
ENSG00000270538,,GCSHP6
ENSG00000174951,2523,FUT1
ENSG00000225399,,
ENSG00000188315,375341,C3orf62
ENSG00000274370,,
ENSG00000261888,,
ENSG00000276851,,
ENSG00000005882,5164,PDK2
ENSG00000260593,,
ENSG00000140832,91862,MARVELD3
ENSG00000104907,55621,TRMT1
ENSG00000199546,,Y_RNA
ENSG00000126883,8021,NUP214
ENSG00000264633,100422952,MIR4271
ENSG00000114316,7375,USP4
ENSG00000040199,23035,PHLPP2
ENSG00000251177,,
ENSG00000271271,574537,UGT2A2
ENSG00000227205,,PFN1P9
ENSG00000226446,,NOTCH2P1
ENSG00000134249,11085,ADAM30
ENSG00000163749,339965,CCDC158
ENSG00000092621,26227,PHGDH
ENSG00000243244,11037,STON1
ENSG00000288778,,
ENSG00000227188,104502417,MGAT3-AS1
ENSG00000303883,105373035,
ENSG00000128272,468,ATF4
ENSG00000172292,253782,CERS6
ENSG00000303612,,
ENSG00000234928,101929374,LINC01659
ENSG00000065618,1308,COL17A1
ENSG00000180346,166815,TIGD2
ENSG00000280748,,
ENSG00000270720,,
ENSG00000212226,,RNU6-907P
ENSG00000168214,3516,RBPJ
ENSG00000291044,,
ENSG00000281019,100506688,LINC02982
ENSG00000276920,85409,NKD2
ENSG00000184182,140739,UBE2F
ENSG00000105270,25999,CLIP3
ENSG00000167100,201191,SAMD14
ENSG00000260185,,
ENSG00000199301,,RNU6-208P
ENSG00000263666,100379141,SNORA70D
ENSG00000261513,,
ENSG00000260612,,
ENSG00000166747,164,AP1G1
ENSG00000308899,,
ENSG00000308907,,
ENSG00000308928,,
ENSG00000286865,,
ENSG00000287850,,
ENSG00000309004,,
ENSG00000309008,,
ENSG00000309011,,
ENSG00000286179,,
ENSG00000309024,,
ENSG00000237423,,LINC01522
ENSG00000276482,10723,SLC12A7
ENSG00000229522,101060004,LINC01523
ENSG00000289875,,
ENSG00000309072,,
ENSG00000309136,,
ENSG00000309203,,
ENSG00000164695,92421,CHMP4C
ENSG00000228340,284756,MIR646HG
ENSG00000228340,284757,MIR646HG
ENSG00000228340,729296,MIR646HG
ENSG00000281703,,
ENSG00000278019,,
ENSG00000280619,,
ENSG00000281380,,
ENSG00000273772,6606,SMN2
ENSG00000273772,6607,SMN2
ENSG00000161277,199745,THAP8
ENSG00000215498,642633,FAM230B
ENSG00000253334,,
ENSG00000231942,,HNRNPA1P36
ENSG00000253133,,GPAT4-AS1
ENSG00000281351,,SUDS3P1
ENSG00000280559,105377753,
ENSG00000108819,84687,PPP1R9B
ENSG00000253943,,KRT18P37
ENSG00000280647,,
ENSG00000147536,84296,GINS4
ENSG00000274382,5626,PROP1
ENSG00000281521,,
ENSG00000281644,,
ENSG00000280023,,
ENSG00000105258,5438,POLR2I
ENSG00000280971,,
ENSG00000278666,,
ENSG00000255057,,
ENSG00000255262,,ELOBP2
ENSG00000255535,,
ENSG00000108821,1277,COL1A1
ENSG00000244451,,RPL34P21
ENSG00000274197,,U4
ENSG00000290527,,
ENSG00000149418,6768,ST14
ENSG00000213523,10011,SRA1
ENSG00000105254,1155,TBCB
ENSG00000221813,135946,OR6B1
ENSG00000205559,100144603,CHKB-DT
ENSG00000146618,222894,FERD3L
ENSG00000235908,,RHOA-IT1
ENSG00000122783,78996,CYREN
ENSG00000272774,,
ENSG00000242618,,
ENSG00000222838,,RNA5SP136
ENSG00000241537,,U2SURPP1
ENSG00000272942,,
ENSG00000253174,,
ENSG00000145014,93109,TMEM44
ENSG00000158669,137964,GPAT4
ENSG00000043143,23338,JADE2
ENSG00000223875,,NBEAP3
ENSG00000206195,503637,DUXAP8
ENSG00000223500,,RNF14P4
ENSG00000146859,55281,TMEM140
ENSG00000283788,100126326,MIR936
ENSG00000107960,79991,STN1
ENSG00000281425,,
ENSG00000272941,,
ENSG00000280638,,CDH12P2
ENSG00000280978,,CEP72-DT
ENSG00000278562,,
ENSG00000280666,,
ENSG00000105875,29062,WDR91
ENSG00000276910,2966,GTF2H2
ENSG00000276910,728340,GTF2H2
ENSG00000280688,55722,CEP72
ENSG00000169155,23099,ZBTB43
ENSG00000281861,6550,SLC9A3
ENSG00000172409,10978,CLP1
ENSG00000258045,,Metazoa_SRP
ENSG00000257384,,
ENSG00000275898,,
ENSG00000279504,,
ENSG00000111412,79794,SPRING1
ENSG00000126247,826,CAPNS1
ENSG00000252905,,RNA5SP330
ENSG00000202276,,Y_RNA
ENSG00000288995,,
ENSG00000166452,56672,AKIP1
ENSG00000136859,23452,ANGPTL2
ENSG00000264578,,
ENSG00000120314,54853,WDR55
ENSG00000147533,51125,GOLGA7
ENSG00000239374,,
ENSG00000201382,,RNU6-558P
ENSG00000275467,,
ENSG00000283023,,FRG1GP
ENSG00000135116,8739,HRK
ENSG00000281609,,
ENSG00000281036,,
ENSG00000310236,,
ENSG00000276134,,RN7SKP117
ENSG00000283047,,FRG1FP
ENSG00000184954,390327,OR6C70
ENSG00000263403,100616242,MIR4673
ENSG00000265181,100616301,MIR4674
ENSG00000267085,,
ENSG00000205327,403284,OR6C68
ENSG00000204780,,IGKV1OR9-1
ENSG00000204779,653427,FOXD4L5
ENSG00000303605,,
ENSG00000276723,,Y_RNA
ENSG00000234670,,OR6C64P
ENSG00000280286,,FRG1KP
ENSG00000213707,,HMGB1P10
ENSG00000299773,,
ENSG00000111319,6337,SCNN1A
ENSG00000230712,,GGTLC4P
ENSG00000309272,,
ENSG00000147996,220869,ZNG1E
